RMSSD,pNN58,SDNN,SD1,SD2,SD1_SD2,emotion
63,28,47,45,50,0.8967963527380846,悲伤
76,42,49,53,44,1.2234760327016736,悲伤
81,50,55,57,53,1.0700409533058957,悲伤
61,23,37,43,30,1.3977194483561248,悲伤
29,0,22,21,24,0.8626301149433101,悲伤
55,14,35,38,31,1.233439530152214,悲伤
53,15,37,37,36,1.027844524245879,悲伤
63,30,42,44,40,1.1084974664408278,悲伤
53,14,42,37,47,0.7761750180055964,悲伤
59,21,48,41,53,0.7834590710731038,悲伤
57,15,46,40,52,0.7703313453145535,悲伤
73,38,46,51,40,1.2888044650576524,悲伤
121,64,66,85,39,2.175689224218496,悲伤
121,61,66,85,38,2.21076707285604,悲伤
67,23,42,47,36,1.3116663692165054,悲伤
50,7,39,35,44,0.7962265141000128,悲伤
76,28,51,53,49,1.0834634311520996,悲伤
85,35,58,60,57,1.0543415925969255,悲伤
88,42,54,62,45,1.3834479106901336,悲伤
64,21,44,45,43,1.0570508954466968,悲伤
80,50,48,56,37,1.4872824470555994,悲伤
79,50,45,56,30,1.831455317767395,悲伤
53,21,34,38,29,1.2952973494666178,悲伤
61,28,35,43,24,1.7521981890638922,悲伤
60,21,35,42,26,1.6262794826222582,悲伤
30,0,23,21,25,0.8556805756682816,悲伤
50,14,31,35,26,1.3711680166506008,悲伤
56,21,38,39,37,1.050542862289744,悲伤
71,42,41,50,29,1.6969569500975927,悲伤
80,57,45,56,31,1.7841977552617747,悲伤
98,71,55,69,37,1.8513326120252,悲伤
93,64,61,66,55,1.1831491705189687,悲伤
96,46,66,68,65,1.0403746798997864,悲伤
67,15,48,47,49,0.9607439527374868,悲伤
