acc_x_std,acc_y_std,acc_z_std,rot_x_std,rot_y_std,rot_z_std,acc_mag_mean,acc_mag_std,acc_mag_peak,rot_mag_mean,rot_mag_std,rot_mag_peak,acc_main_freq,acc_main_freq_amp,rot_main_freq,rot_main_freq_ratio,acc_peak_count,rot_zero_crossing_rate,label,subject
0.0022893862669665483,0.003653516767871187,0.0014362186744350585,0.0031316020916327663,0.007588116120339115,0.003721384847496251,0.023823499286716673,0.002560324941335615,0.014697334753840413,0.008020563923250741,0.004140179037487174,0.018762838132905933,3.0,0.15959356002040562,1.75,0.07871359854573577,0,29,0,sub_10
0.0022333561425242976,0.003186084478434926,0.001247758520765934,0.002894239129028518,0.006916495506759934,0.003334668329080829,0.023783249035915267,0.0024084355530199376,0.014697334753840413,0.007336872016628912,0.0037065548151358945,0.018141936205177525,3.75,0.19863587602663496,1.75,0.06923724230425352,0,29,0,sub_10
0.0030247148204582833,0.0031071188073705748,0.0022347730198648847,0.004124269810087438,0.00838555762567018,0.003528521653157132,0.023455971862597694,0.0036118096334996326,0.026325127183749374,0.00828857290311502,0.005591855859707522,0.02977731546236434,3.0,0.19995634993949507,0.25,0.09608016147355682,1,21,0,sub_10
0.003148551107632683,0.003070406464886362,0.002370212635434855,0.004136202565820447,0.009516925232107176,0.003879481008309062,0.023091914514858106,0.0037683815721475254,0.026325127183749374,0.009390998262359508,0.005910688263134739,0.030092871910544983,3.0,0.24546698804707484,0.25,0.09672425470565046,1,24,0,sub_10
0.002842363724015629,0.003886438974583149,0.0016359983652433911,0.004148046783511923,0.009389484264558424,0.003213939157727591,0.022821092930033152,0.0033502385268523345,0.018315552809006732,0.009378802570239042,0.005292571382917377,0.02447043852317311,3.25,0.3011853666515869,1.75,0.07632866957291992,0,26,0,sub_10
0.002704273665152806,0.0037869301398572026,0.0014751164894932951,0.003906492792112977,0.00887280568836207,0.003186517888478858,0.022376420035833608,0.003133583996920899,0.018315552809006732,0.008614350022962897,0.005489736906180208,0.024874681073930226,3.25,0.24417240293885797,0.25,0.11147807024869595,0,28,0,sub_10
0.0058906369561139565,0.006724864305872604,0.00389346394057718,0.01602362242786053,0.027619741017702218,0.015819542674389484,0.010183960413404273,0.0051371296443072706,0.024498550614115364,0.024149650420490082,0.026698251228249543,0.17473724537134122,0.75,0.27322788206020915,0.25,0.08166812853657632,8,16,0,sub_10
0.003253978089352168,0.0034949525951255595,0.001891250053690421,0.003053759487405443,0.007960562494508498,0.005065415532233329,0.021940205354358762,0.003270559632965091,0.02193603910179743,0.008276356268343513,0.0054906397469010534,0.024491734034994307,3.5,0.1836691875230429,0.25,0.07876374204504905,0,17,0,sub_10
0.004945137413426528,0.00562370731110632,0.0037778638895967485,0.008543869543614264,0.014778554367731064,0.006631318188130885,0.021845886385825006,0.0049579180716343655,0.025744383231442004,0.014900043569357946,0.010758026699540919,0.054030557414813545,4.0,0.25041242563119814,0.25,0.10518039169181176,3,25,0,sub_10
0.004476430410413615,0.005446534926959589,0.003685760369178127,0.008867200647216593,0.016483086287081485,0.005897752472540583,0.02055536343623487,0.004704015785742147,0.025744383231442004,0.016366004577836542,0.010875159299266914,0.05581819424258091,2.0,0.2699390178868285,0.5,0.11333254645613672,2,29,0,sub_10
0.005101952780227968,0.0044120549688296965,0.0028017855482381213,0.004664825384403433,0.014593256522303375,0.007279452406733593,0.01879607281035684,0.005053406625473224,0.03576777246440282,0.013218883368009584,0.010663888037416573,0.060613833607532606,3.25,0.24734508829762286,0.25,0.09443837889846242,1,19,0,sub_10
0.006961449165959323,0.005251647602593951,0.004098085407014356,0.005984656403896842,0.01642622339781116,0.008668377115566115,0.01837239035801356,0.006848695596168832,0.03985534357337441,0.015549188419270674,0.011818080820243854,0.06007402128717097,2.25,0.46511160504908616,0.75,0.09328091703262288,3,20,0,sub_10
0.006111790008745291,0.0052142917845773434,0.004053856680779928,0.00662963892201969,0.015071220284585282,0.007726638766279578,0.018228363173165743,0.006221774183654276,0.03985534357337441,0.015495025730136457,0.009528520011061858,0.0504570206655389,2.25,0.35959689928613436,0.5,0.0716909920002836,5,23,0,sub_10
0.005106080661403498,0.00505727669464858,0.003386448569665714,0.0065750009696874155,0.01321936588501725,0.007639748271475339,0.017839166158437093,0.005205839163754822,0.02843368882048223,0.014591964721282996,0.007998537434845791,0.036213337679309905,4.5,0.29856658932372004,1.0,0.07728228268833394,5,25,0,sub_10
0.005463687350018371,0.005039618286459375,0.003167144651164343,0.006176451276425928,0.011554071449328936,0.008541447924789995,0.01750545093277871,0.005270478284300853,0.029029883993330487,0.013775368557462779,0.007437227296208142,0.036213337679309905,4.25,0.34108798533815593,0.75,0.05550999350954067,3,22,0,sub_10
0.004266978675568452,0.003749104628162691,0.002271849727317136,0.00399123840811341,0.008066407863034841,0.007019731738377435,0.017072696680218106,0.004140204358830585,0.02707619039143192,0.009925045829098235,0.005668800362519292,0.02621292987214872,3.75,0.33648908269767586,0.25,0.08982359354680748,3,21,0,sub_10
0.0022781447600843906,0.0020970212898060855,0.0012906052649141006,0.0024473595000242213,0.006297014454064677,0.003521017031174906,0.016770427336668454,0.0022688167630579162,0.015566438638325228,0.006825751509836481,0.0033911719594505313,0.015150592688497453,3.75,0.18908597146395423,1.0,0.08658379145681822,1,20,0,sub_10
0.0065018354334999435,0.007105097535708808,0.004211240878621721,0.018242582418343898,0.03070246389540704,0.01675065577256708,0.010116292378825687,0.005641002057500187,0.024631561948807244,0.028568329871090783,0.028489904476058717,0.172706956306111,0.25,0.32860589509717747,0.75,0.08792401870967896,9,11,0,sub_10
0.00207023588497446,0.0030809169305255277,0.001275165216324539,0.0033278354441406395,0.008506488702624798,0.005347411107725928,0.017066762164033147,0.0020470921576064022,0.013138414571239158,0.009014418884707864,0.005628817218441381,0.02711098726963916,2.75,0.11553119340521834,0.25,0.11083062669476744,0,11,0,sub_10
0.0029748447593444184,0.003787003694664001,0.0018496313897095901,0.0038491040698779076,0.009717272821851983,0.00580656215689659,0.017471661400247446,0.003035876061124817,0.015610270573989856,0.010587243188289203,0.005568393052274826,0.026548990575688818,2.0,0.2180461602370114,1.0,0.06492426433855432,0,22,0,sub_10
0.006144252626951364,0.007758575842139501,0.004743262202501128,0.025777427142218805,0.02439309644627336,0.014030043389793894,0.01902067463489701,0.006460833284940395,0.03306611147819517,0.023326787590779646,0.03256926467436825,0.15904244767151537,2.5,0.37611133284832404,0.25,0.13751683524971955,3,7,0,sub_10
0.007077393752421548,0.008431319633622217,0.005636296014745745,0.029992947881775377,0.02573884132308362,0.016943350945361372,0.01829380405905916,0.0072201364073373655,0.03803287852880698,0.03114609209806023,0.03255961643636419,0.16010207929699274,0.25,0.4999259301820431,0.25,0.12937657829950908,5,14,0,sub_10
0.00514330028737149,0.004770800168852035,0.004414772598179775,0.017163980396128944,0.015525088972210044,0.014940905720039163,0.013050645097917446,0.0052104525417096485,0.030139565511470314,0.022353760255775644,0.016569161616095614,0.09415894078131719,0.25,0.442722513831064,0.25,0.11882716300751499,4,21,0,sub_10
0.004165708223578635,0.003417155863199478,0.0033972574842526886,0.010048208886975985,0.016306516864081966,0.012466559060659447,0.008614796080881731,0.003378889941123194,0.015332928799205793,0.01959345244085478,0.011972290437671361,0.05137336951174504,0.5,0.18037839781136206,0.25,0.12861638076283755,6,18,0,sub_10
0.0057075853026900564,0.004007154671133071,0.004202890890620834,0.0117108605420457,0.02811274536511987,0.018560493287920705,0.008552607367386153,0.003868209205268518,0.019399912452383254,0.027841780966416624,0.022852193362049206,0.11324134850247464,0.25,0.24902505467450678,0.25,0.13018481358076153,6,12,0,sub_10
0.005355821993836574,0.00368822913589215,0.004448249310436451,0.010905007056514824,0.02666748829201035,0.01723819337324822,0.008595822664246671,0.0036270544836561843,0.020962297973847212,0.02327610941305999,0.024281108528163512,0.11271366935075375,3.75,0.19661197988361176,0.25,0.16304991617154047,5,10,0,sub_10
0.004590757565737467,0.004432442908153341,0.0031413296638956568,0.005463037390820567,0.014998169768504922,0.007040058647985725,0.009591957976031896,0.005207576211446244,0.027890550162893515,0.01383982615992999,0.011623233761837068,0.07584671340375394,3.5,0.36972323776003835,0.5,0.09159375127481335,7,24,0,sub_10
0.0048042978919296654,0.005133719042478927,0.002908184549501439,0.00702792933387918,0.016240159328351888,0.0073596735836550875,0.011535701094317154,0.005076279563120029,0.027065130026308632,0.014924893925809611,0.012310586285336893,0.07666074484037319,3.25,0.27397115502163477,0.25,0.09413374513149694,7,30,0,sub_10
0.0047132272724058856,0.00523559312364852,0.003752443824826516,0.014384982479836047,0.023015463269797597,0.013115982965715913,0.007821961026990036,0.00464011671308563,0.024631561948807244,0.024480880703265876,0.017814146281067218,0.09689188569400116,0.5,0.26987536350598856,0.5,0.12752828312312572,7,12,0,sub_10
0.005252209168474139,0.004783700996673463,0.003988926962677397,0.0076947822481522096,0.020274384409578863,0.007023514428324221,0.010884493586807075,0.005126454108907827,0.030306466956090287,0.018074792879096937,0.013979400914693886,0.07343630609010669,2.5,0.330074118028907,0.25,0.10398744208102448,8,24,0,sub_10
0.004799236973749457,0.004030992782739233,0.003868825374167688,0.00666054715823133,0.019870575530086428,0.0076449501975015145,0.009477149234710526,0.004869572875089732,0.030306466956090287,0.017880377285825904,0.013415620521381663,0.07264878331499539,2.25,0.33544253128845497,0.25,0.11963270697400534,5,24,0,sub_10
0.006864754041222365,0.00579558933448219,0.004817045828354829,0.026376522634922097,0.022160018868329117,0.015602370232757526,0.010279562691358008,0.0077144523580888495,0.05374523712947393,0.023231586970930865,0.02988793462893806,0.1917173740392316,0.25,0.3321684493615533,0.25,0.08961962019122986,11,14,0,sub_10
0.007385575671225004,0.0064539038147523944,0.004880209566206723,0.02646000250283402,0.022555485078605015,0.01571823318112943,0.010795029802904903,0.007971111327774545,0.05374523712947393,0.024085524028073582,0.02966683307048951,0.1917465414705183,2.0,0.35389117201720127,0.25,0.08649595209468408,13,14,0,sub_10
0.004388009281337012,0.004316984075861732,0.0033594790770044318,0.005639570224089642,0.014200385845939181,0.005993125583330832,0.010247258595639266,0.004091062384011679,0.02076335871544238,0.014590181505003415,0.0078107707111687566,0.03730766231093671,4.25,0.18566862735217465,0.75,0.07468928682002546,8,32,0,sub_10
0.003958889175316587,0.0029516003595581788,0.003280648346163237,0.005675576480277887,0.013760339395027939,0.005392818425878587,0.010949527912248342,0.003223069418406896,0.01769445721418363,0.014022345971730622,0.007509984382812395,0.03800985113074792,2.5,0.18692129579360184,0.5,0.09614461135424027,4,35,0,sub_10
0.004675002761622156,0.003566139846786575,0.003373286555419607,0.0058131101447674825,0.014731331974120935,0.00458341223885259,0.011413708411104513,0.004065210652113436,0.026162104921340447,0.013731772231092971,0.009782312795743951,0.0444232327327523,3.25,0.2053733920841041,1.0,0.0662312578865919,7,23,0,sub_10
0.004934059549467925,0.006771501071399421,0.00380647136201438,0.016235266616208,0.019559144331270466,0.014048205986886648,0.0082014422027401,0.0057542677929273076,0.035626977476465926,0.024260139627418544,0.017203642475183713,0.07953201352508046,0.25,0.37771045319840235,0.5,0.09954723481386393,7,11,0,sub_10
0.004635437373787251,0.006583290140551196,0.003992379720766012,0.013228691765291957,0.01696119202153654,0.011335016720435754,0.008329624454844664,0.005692527412201158,0.035626977476465926,0.01960071210506955,0.015123050901903716,0.07907758654433811,0.25,0.42303063530477136,0.25,0.1314639281348057,5,16,0,sub_10
0.004264794809752952,0.0048451957909845895,0.0037546397140592555,0.005557056773864251,0.013591108139835358,0.007306764517162395,0.009854185264018623,0.005090418772361216,0.022405033960309618,0.014680086936612451,0.007532554783159636,0.032436120932260046,0.25,0.27378646296875353,0.25,0.08297355658847211,8,30,0,sub_10
0.0037605628648381636,0.004240647853463408,0.0030853485728842734,0.00571355511916561,0.011261061904360445,0.005930299627166787,0.012944842133792447,0.004450987549230223,0.020346143127309663,0.012440735530963245,0.006539995439373736,0.03171707295744378,2.75,0.3003883639470136,0.5,0.08417453306228517,5,33,0,sub_10
0.03607521961828748,0.02420429700070575,0.02132266052526566,0.07302898401819974,0.1429415439226517,0.09704557131988575,0.04073748873517425,0.032087762352119575,0.15471847795100696,0.15118014798077756,0.1114834936659001,0.513925866351438,0.25,2.7058566786806635,0.25,0.1818623117563508,8,21,0,sub_11
0.013553700761025933,0.011260290043269028,0.006477911979199433,0.03301219482935161,0.0389482276711399,0.050448344591596535,0.024349879629226207,0.011216196357809708,0.07760622798464138,0.055704991715574866,0.04567522171822188,0.20887498650034642,0.75,0.5181806516019746,0.75,0.09518563353825527,6,15,0,sub_11
0.005163283184927076,0.003248442146552717,0.00207685599531382,0.0023855730404881404,0.009715304805595664,0.005596196257484504,0.014379538007648775,0.002908072632407166,0.020006325733891155,0.00883472502154523,0.007367995016412731,0.03632358958495966,2.75,0.14353179980632136,1.0,0.07810526006736325,2,25,0,sub_11
0.006797370072650043,0.0040110013080621,0.0026812586494935424,0.004187904792040967,0.015913551863303888,0.008300950708710321,0.01416870281130604,0.0032083285893221665,0.01887367798606737,0.014728185410222538,0.011089036055361462,0.045036791041085454,1.25,0.1666471610847487,0.25,0.1237035816275624,3,26,0,sub_11
0.006157031343006427,0.003948560373211473,0.0026427425009720356,0.0041331962412543026,0.015468394587710698,0.0075213802126247705,0.013302010784393182,0.003112506495007393,0.01887367798606737,0.014111670812557686,0.010717712027238074,0.04533856376577786,0.25,0.1924030065165453,0.25,0.10228413217131677,3,25,0,sub_11
0.0030452712430899948,0.0014640781859395426,0.0011412316107569907,0.0015521441634216444,0.005590560770841827,0.003089182788189099,0.011172265564904226,0.0012805685827916103,0.00677621088570542,0.005168995814891191,0.0040730644828232175,0.01853377274091509,0.25,0.12030875577588261,0.25,0.10035490307252763,0,27,0,sub_11
0.009962955805130048,0.005305989840891042,0.0023258543933883597,0.026108867395646065,0.038408516015425186,0.10287597831564367,0.013250285375797581,0.007770004483750445,0.045508249056782746,0.04951900015789826,0.10959977768959683,0.4838527595563825,0.25,0.5748776196134292,0.25,0.1731241882227837,3,1,0,sub_11
0.011241464974585976,0.010054092243614018,0.004174670685886473,0.029105377266336156,0.04249087934924826,0.13193987890926448,0.015912865271742835,0.009346868837217024,0.045508249056782746,0.08072511985010272,0.11742276845240161,0.4837492906386219,0.25,0.8924147171635762,0.25,0.22640195701047905,5,4,0,sub_11
0.006602533264275958,0.009041804302011323,0.0038058728580706476,0.01244542783784625,0.020507992302422055,0.06833371404729315,0.01378126620960905,0.006634945271459734,0.03794536687061731,0.0401127373157632,0.0662821298337627,0.2917072112043486,0.5,0.44813562485330644,0.5,0.1459333006013213,3,5,0,sub_11
0.005131581906557726,0.0035704555634527694,0.0019472534278082352,0.0042053247881178825,0.013072916869721729,0.008320034654445523,0.011602852057336932,0.0027625807604717803,0.014269709995197413,0.012613441001945232,0.01011894804564428,0.040562257337388365,0.25,0.12223233822668719,0.25,0.12799540612868823,5,18,0,sub_11
0.004678902905817842,0.00248770993491684,0.0015683761380281159,0.003339998686952404,0.009768799959396203,0.00584589985630233,0.011125198843694279,0.002067100167297494,0.013157768876081825,0.00908049549046272,0.007741266600478638,0.03953822211259339,0.5,0.12114895026678403,0.5,0.09268400633394708,2,26,0,sub_11
0.007527853443311346,0.003215321572705281,0.002246583312106618,0.0039634343822492766,0.013870836727341792,0.008386502003552815,0.012341074463591775,0.0037010708275663886,0.022374147016758474,0.013715399634077245,0.009512244653716142,0.03931901228580129,0.25,0.2488882423998146,0.25,0.14462609977011312,4,21,0,sub_11
0.007955401146872699,0.005471969529476476,0.003073029465221386,0.007582425332326037,0.021832698764634607,0.022287118115585845,0.02156393567695655,0.004915117519208589,0.03236453561455409,0.021645162595257842,0.024191062969845866,0.14578270159762674,2.25,0.25276261696870583,0.25,0.09993310278731543,2,15,0,sub_11
0.007911284275973365,0.0038450635907349953,0.00252874438520858,0.004218439876543897,0.015451608728844702,0.008651711647651598,0.012706276259697159,0.003941552168960634,0.022374147016758474,0.015434363589914332,0.009664750131106577,0.03923855681859719,0.5,0.21062154762540755,0.25,0.09250861950373974,4,28,0,sub_11
0.005299528241370044,0.002835851866540094,0.0018223690401573387,0.003505352825971121,0.009961317175397954,0.005702704777958925,0.011414390467942181,0.0026963100557120877,0.013484601399908584,0.010129675566692769,0.006484258519688018,0.033195131177503376,4.25,0.1280059150796064,0.25,0.07289835215846599,4,33,0,sub_11
0.0037250826420228427,0.0019176482591246997,0.0014959568134394763,0.002863490048312336,0.0067039963797686,0.004714167915761981,0.010978181041466573,0.0020818494776446836,0.013484601399908584,0.007301148878809057,0.004735007289673739,0.021089531458770912,4.75,0.1026674887346996,0.25,0.06194162865839814,1,35,0,sub_11
0.0029794432231836456,0.0018473628237438853,0.0012253757443621129,0.0016279349315469803,0.005079088799725753,0.003078715168038571,0.010927214170712192,0.0021060057216386974,0.012166769444118231,0.005465952230493898,0.0029945241173109133,0.01524473655649494,3.0,0.11195554796568967,1.5,0.05598727390166903,2,40,0,sub_11
0.004997703716621853,0.002548716729499552,0.0016509547039065008,0.0026457310718647886,0.009657278873523242,0.004227666243467981,0.011760973786206321,0.003724854669078766,0.027724546161578996,0.0080241216069202,0.007345422863985048,0.05159127578862398,3.0,0.20194866074415385,0.25,0.06875360547595769,2,28,0,sub_11
0.007511999063817806,0.003856232742054838,0.002421181735924625,0.0036014101950450923,0.013796730342518038,0.005995588183876421,0.012857865978550972,0.0049920616459546985,0.027724546161578996,0.012035019741556921,0.009723194350507093,0.05231872250492652,2.75,0.3067151933198306,0.25,0.10450804128872974,4,26,0,sub_11
0.008471318623744385,0.004739228024114859,0.003041205947576549,0.004059384219996756,0.01618814130652354,0.007263823613377148,0.013532151361347992,0.004879916214891283,0.022474224220768096,0.015437897392923915,0.009649881540990612,0.044000031288072054,3.5,0.31392688016755627,0.5,0.08281567654172738,6,32,0,sub_11
0.007249581471232575,0.004016440809596318,0.002843891987051543,0.004167310553971071,0.015495822842520289,0.00813979160028335,0.01276925972640029,0.004557606284676562,0.020130211171774257,0.015579038406833081,0.00902470912397832,0.041540512226556726,3.0,0.2637005260581615,0.5,0.07626404937319242,5,34,0,sub_11
0.006069349638680473,0.0029484869621537843,0.00206133047787975,0.003543935213493431,0.01036836451854559,0.007692188109469917,0.011831937386487114,0.004268368212635871,0.020513982873981478,0.011343819756528945,0.007155383719450747,0.041631433294179974,3.25,0.3546607625535357,0.25,0.07063062847126858,7,36,0,sub_11
0.00729066659213535,0.004105365313150059,0.002434424406420325,0.0053047268877889076,0.011798488936915517,0.013207341379744449,0.012888027818157113,0.005147272138754794,0.024567720314519113,0.015581233958803327,0.010001364949347176,0.04145879194057228,3.25,0.38374745827486895,0.25,0.14443735553940892,7,32,0,sub_11
0.003842879934638047,0.004004656481746093,0.002249895419769533,0.00432835960060976,0.011855575979701287,0.007276825819610046,0.020337522960746854,0.0032702282984596433,0.01984118004855661,0.01193340680893908,0.008505867818463086,0.040045271592617816,3.25,0.21880660685666398,0.25,0.12480443740178916,0,24,0,sub_11
0.006935828610050751,0.004166919029959143,0.002537450662141029,0.005394585797330372,0.013542928769090891,0.013183678647256348,0.013058368434079023,0.005148369981114682,0.02454245536809447,0.01684012157409652,0.010152735513310949,0.040823250085791754,3.5,0.37602531800944106,0.25,0.11222316712216283,7,34,0,sub_11
0.004743417261762969,0.0027930944698659646,0.0017810461979833607,0.0026574210662668393,0.009587631445809923,0.005047557223844381,0.011818301730313134,0.003734775255256068,0.017437392540604488,0.009154191950837857,0.0063981944846193545,0.03365652866687611,3.0,0.34504357066711705,0.75,0.08381038505436292,5,42,0,sub_11
0.0030318714507709577,0.0012951454824397131,0.0010105974210292707,0.0016425798183585685,0.005222929205988114,0.00266507894686514,0.011090096111079157,0.0025033136104817702,0.012924375224596395,0.004867256269537324,0.0036926761109590833,0.018127457743382997,3.0,0.21446340932365507,0.25,0.0987491573039605,3,25,0,sub_11
0.002568474160819991,0.002204579973059697,0.0017179110266690202,0.0042237125550253505,0.008705747722107244,0.0064224100497476564,0.010745525996944926,0.0023422254750507573,0.019981495723242114,0.006896033859637509,0.009362417825910819,0.051286946167427745,4.0,0.13280117669485608,0.25,0.09825147409496099,2,3,0,sub_11
0.006563405052647489,0.004048177172751173,0.002641541123896993,0.005604185538105481,0.015187700165667934,0.009199783299903503,0.012082871518003267,0.004420579835159779,0.022338848210045437,0.014567422516857316,0.011603351730640457,0.051286946167427745,2.75,0.2727764387012929,0.25,0.1277233131395486,5,26,0,sub_11
0.010471926459229848,0.005230508841820604,0.0031770403125486045,0.0055634788973299406,0.021328533361301645,0.009973058206516103,0.014344209119073718,0.006317282145976905,0.032463587792517415,0.020856857101027523,0.012307100830874525,0.05888836668503425,2.75,0.3190519779330488,0.75,0.08484065920318594,8,29,0,sub_11
0.01012364798770435,0.005350751337719828,0.003457563613424325,0.005067258373024866,0.02246941351060052,0.009556064812391669,0.014033013314999032,0.006613049227569429,0.03317692704742274,0.020670371608627072,0.013956025765591734,0.059566787940685074,2.5,0.36348805761296704,0.75,0.08824521790765684,11,24,0,sub_11
0.006273468339521192,0.0038268445445874496,0.002638727584725438,0.00323394521971164,0.015221012418908733,0.006464996060536352,0.011849639525478883,0.004769049686133148,0.025887424498946494,0.012506042157433927,0.011347352010671255,0.05309781420169723,2.25,0.2969984968444485,0.25,0.09140850557758907,5,27,0,sub_11
0.0039482522539473035,0.00247784044754274,0.0015937454250836286,0.0016025685708108942,0.008666442008919424,0.004204420218670309,0.01094270918449937,0.0032770642141209823,0.015315171834881687,0.007824805935635925,0.0058453113929572455,0.03521489589961489,2.5,0.22227575459955706,0.25,0.10303555117125486,5,30,0,sub_11
0.004361677778080807,0.002504543918816115,0.001745385395249707,0.002391985767578858,0.008995121842865684,0.005467407163334242,0.011138402525918982,0.0034468234041506573,0.020325876883342316,0.008836072266873232,0.0062248582439756684,0.03521489589961489,3.0,0.2374566807391929,0.25,0.09420031816151532,6,32,0,sub_11
0.0059813981577834675,0.004808442213869165,0.003633831228007673,0.008701953181767782,0.01753736103668889,0.010733536440431138,0.01994678657318164,0.003963797932904218,0.01984118004855661,0.019116237853001358,0.011707843558788912,0.06103398191583309,3.5,0.2340027005021814,1.0,0.06840106202750662,1,34,0,sub_11
0.0042552690967964536,0.0015851158807241312,0.0014118388760761588,0.0023212484976804677,0.006609150490391218,0.004805050313532069,0.010935948777202689,0.003268678897199558,0.020325876883342316,0.007064956415269541,0.004716958288806538,0.020183302983020082,3.25,0.24778265362982924,0.25,0.10867229814757758,4,30,0,sub_11
